,latitude,longitude,time,u100,v100,100m_wind_direction,100m_wind_speed
6028,34.24,127.09,2018-09-09 04:00:00,-2.484368473458297,-3.7839780690521465,33.28687621620613 degree,4.526651824359934 meter / second
6029,34.24,127.09,2018-09-09 05:00:00,-2.9320243809953097,-2.8702334281648145,45.61014644575152 degree,4.103048488978125 meter / second
6030,34.24,127.09,2018-09-09 06:00:00,-2.940300372563221,-1.6059431159552517,61.35736759364205 degree,3.3502864911197485 meter / second
6031,34.24,127.09,2018-09-09 07:00:00,-2.542300414433675,-0.3931547744138838,81.2091148807651 degree,2.5725205682120538 meter / second
6032,34.24,127.09,2018-09-09 08:00:00,-1.86216438012534,0.35860786195251215,100.90034189625977 degree,1.8963796500863808 meter / second
6033,34.24,127.09,2018-09-09 09:00:00,-0.7734953075101176,0.30378318349927214,111.44196252446963 degree,0.8310109586023062 meter / second
6034,34.24,127.09,2018-09-09 10:00:00,0.7846481958666103,0.12601831699937294,260.8759351539844 degree,0.7947033455926059 meter / second
6035,34.24,127.09,2018-09-09 11:00:00,1.834194399251707,-1.9232617094270343,316.3578935686249 degree,2.657669034547855 meter / second
6036,34.24,127.09,2018-09-09 12:00:00,1.9447917411137925,-4.519127166493318,336.71552966320127 degree,4.919829800231136 meter / second
6037,34.24,127.09,2018-09-09 13:00:00,1.1495441877245112,-6.163036843144255,349.4344664548393 degree,6.269328111487283 meter / second
6038,34.24,127.09,2018-09-09 14:00:00,0.18351026288833605,-6.495307621648739,358.3816675161384 degree,6.497899438775083 meter / second
6039,34.24,127.09,2018-09-09 15:00:00,-0.604966024672654,-6.2228455832750615,5.552671390810744 degree,6.252182902338524 meter / second
6040,34.24,127.09,2018-09-09 16:00:00,-1.6146369959578153,-5.930447298191115,15.23031714974097 degree,6.146320670558768 meter / second
6041,34.24,127.09,2018-09-09 17:00:00,-3.441374043856751,-5.17203924625463,33.63901963085172 degree,6.212330100254584 meter / second
6042,34.24,127.09,2018-09-09 18:00:00,-5.807555269409532,-4.572290491054035,51.78662793720851 degree,7.391450367947388 meter / second
6043,34.24,127.09,2018-09-09 19:00:00,-7.921694933575928,-4.530756643740975,60.232911526563555 degree,9.125842776721804 meter / second
6044,34.24,127.09,2018-09-09 20:00:00,-8.44383476522414,-4.916190746806177,59.79107220056156 degree,9.770735745141739 meter / second
6045,34.24,127.09,2018-09-09 21:00:00,-9.055505778379755,-5.201943616320034,60.12474681447762 degree,10.443294608965214 meter / second
6046,34.24,127.09,2018-09-09 22:00:00,-7.413097633584297,-5.623096828074468,52.81839610841579 degree,9.304473895011702 meter / second
6047,34.24,127.09,2018-09-09 23:00:00,-7.875048435647701,-5.276704541483543,56.17579532421982 degree,9.479451391399733 meter / second
6048,34.24,127.09,2018-09-10 00:00:00,-7.573350924853848,-5.176192630985936,55.64838725474745 degree,9.173255386396791 meter / second
6049,34.24,127.09,2018-09-10 01:00:00,-7.475543751778535,-5.080664782165897,55.798476979602704 degree,9.038634244923063 meter / second
6050,34.24,127.09,2018-09-10 02:00:00,-7.830659026328904,-4.772483635102988,58.63930919256261 degree,9.170377355046638 meter / second
6051,34.24,127.09,2018-09-10 03:00:00,-8.328723246143195,-4.377081408682651,62.2762554171332 degree,9.408850757084062 meter / second
6052,34.24,127.09,2018-09-10 04:00:00,-8.619887676759705,-3.8570776403231335,65.89326786289327 degree,9.443490429043411 meter / second
6053,34.24,127.09,2018-09-10 05:00:00,-8.946413162257292,-3.380269073169198,69.30167428000239 degree,9.56370887662494 meter / second
6054,34.24,127.09,2018-09-10 06:00:00,-9.72661345825037,-2.9458250302745848,73.15041519523518 degree,10.162917616275823 meter / second
6055,34.24,127.09,2018-09-10 07:00:00,-10.674590674211103,-2.343584244235207,77.61728996522739 degree,10.928827621102922 meter / second
6056,34.24,127.09,2018-09-10 08:00:00,-11.456295695943803,-2.0810903292166643,79.7042190736649 degree,11.643781517671123 meter / second
6057,34.24,127.09,2018-09-10 09:00:00,-11.87084763720917,-2.267992642125437,79.1836667375378 degree,12.085562223188859 meter / second
6058,34.24,127.09,2018-09-10 10:00:00,-9.591188141684551,-3.0430142329871464,72.39723120786702 degree,10.062346922629565 meter / second
6059,34.24,127.09,2018-09-10 11:00:00,-9.044972698202415,-3.9376533041104707,66.47450163049798 degree,9.86491990107366 meter / second
6060,34.24,127.09,2018-09-10 12:00:00,-8.668791263297361,-4.630437877292321,61.89108045789962 degree,9.827965043796405 meter / second
6061,34.24,127.09,2018-09-10 13:00:00,-9.200711812253106,-4.971846102205678,61.61426597792796 degree,10.458123709162729 meter / second
6062,34.24,127.09,2018-09-10 14:00:00,-9.850000968899227,-5.040792288745359,62.898653352674955 degree,11.06490424656221 meter / second
6063,34.24,127.09,2018-09-10 15:00:00,-10.43157746726244,-5.174531277093414,63.616521809129864 degree,11.644465740991102 meter / second
6064,34.24,127.09,2018-09-10 16:00:00,-10.614401644626295,-5.246800171418139,63.696372768624315 degree,11.840373064740772 meter / second
6065,34.24,127.09,2018-09-10 17:00:00,-10.673085948471483,-5.283349957053632,63.66384659935642 degree,11.909179250987787 meter / second
6066,34.24,127.09,2018-09-10 18:00:00,-10.64976269950737,-5.29497943430129,63.56379127948786 degree,11.89345419823409 meter / second
6067,34.24,127.09,2018-09-10 19:00:00,-10.93867004151445,-5.501817993920331,63.298996229336424 degree,12.244366194922108 meter / second
6068,34.24,127.09,2018-09-10 20:00:00,-10.667067045513003,-5.927955267352332,60.93798003709868 degree,12.203563946864037 meter / second
6069,34.24,127.09,2018-09-10 21:00:00,-10.675343037080914,-6.348277802160505,59.26143324607265 degree,12.420289047069547 meter / second
6070,34.24,127.09,2018-09-10 22:00:00,-9.50767586313563,-7.275313274188016,52.57663244882381 degree,11.971887217812744 meter / second
6071,34.24,127.09,2018-09-10 23:00:00,-9.900409281176504,-7.125791423860998,54.25565478202486 degree,12.19815589960945 meter / second
6072,34.24,127.09,2018-09-11 00:00:00,-9.64987244552974,-6.844191939078447,54.65374943174094 degree,11.830595991493434 meter / second
6073,34.24,127.09,2018-09-11 01:00:00,-9.813135188278533,-6.86578953968124,55.021325098405136 degree,11.97650567680852 meter / second
6074,34.24,127.09,2018-09-11 02:00:00,-10.156965019781751,-6.232813706630196,58.464672797597956 degree,11.916874804856656 meter / second
6075,34.24,127.09,2018-09-11 03:00:00,-10.624182361933826,-5.633895628375863,62.06344845880669 degree,12.025557401262466 meter / second
6076,34.24,127.09,2018-09-11 04:00:00,-11.108704050091534,-5.5699335035137505,63.3706927603418 degree,12.426884762726539 meter / second
6077,34.24,127.09,2018-09-11 05:00:00,-11.636862784698227,-5.000089118378559,66.74792885447192 degree,12.665601709418398 meter / second
6078,34.24,127.09,2018-09-11 06:00:00,-11.93028430392417,-5.084818166897203,66.91576470264769 degree,12.968695360862913 meter / second
6079,34.24,127.09,2018-09-11 07:00:00,-12.812053587341612,-5.0233480728738735,68.59085489886782 degree,13.761640272371558 meter / second
6080,34.24,127.09,2018-09-11 08:00:00,-13.556892828453616,-4.6686490168203365,70.99759524275174 degree,14.338257453555316 meter / second
6081,34.24,127.09,2018-09-11 09:00:00,-13.108484558046793,-4.442704887437287,71.277541425238 degree,13.840881262600673 meter / second
6082,34.24,127.09,2018-09-11 10:00:00,-9.676205145973093,-5.434533161273173,60.67973933870168 degree,11.097887037987634 meter / second
6083,34.24,127.09,2018-09-11 11:00:00,-9.610749576299614,-5.245969494471878,61.37234794116681 degree,10.949278668262707 meter / second
6084,34.24,127.09,2018-09-11 12:00:00,-10.482738142409527,-5.425395714864299,62.63594024987745 degree,11.803504463725824 meter / second
6085,34.24,127.09,2018-09-11 13:00:00,-11.073342995210458,-6.025144470064894,61.44883514892069 degree,12.606398810712363 meter / second
6086,34.24,127.09,2018-09-11 14:00:00,-10.661800505424331,-6.0392659781513345,60.47106658590319 degree,12.253437214607285 meter / second
6087,34.24,127.09,2018-09-11 15:00:00,-9.860534049076568,-5.996070776945752,58.69672460086109 degree,11.540493771721433 meter / second
6088,34.24,127.09,2018-09-11 16:00:00,-9.378269449528291,-6.3291722323964965,55.9855174519991 degree,11.314166297845127 meter / second
6089,34.24,127.09,2018-09-11 17:00:00,-9.204473626602157,-6.722913104924311,53.85574752185156 degree,11.398240888802873 meter / second
6090,34.24,127.09,2018-09-11 18:00:00,-8.847101263442356,-7.12662210080726,51.147448383704834 degree,11.360455243224974 meter / second
6091,34.24,127.09,2018-09-11 19:00:00,-8.857634343619699,-6.832562461830791,52.35428434129253 degree,11.186670459081665 meter / second
6092,34.24,127.09,2018-09-11 20:00:00,-8.530356495252303,-6.175496997338173,54.09758176664029 degree,10.531084706725416 meter / second
6093,34.24,127.09,2018-09-11 21:00:00,-8.197812106796237,-6.33830967880537,52.28984832099303 degree,10.362349778055785 meter / second
6094,34.24,127.09,2018-09-11 22:00:00,-5.675891767192764,-6.375690141387125,41.67674166230339 degree,8.536109894551942 meter / second
6095,34.24,127.09,2018-09-11 23:00:00,-5.329804847080116,-6.836715846562097,37.939463830992715 degree,8.668765960307844 meter / second
6096,34.24,127.09,2018-09-12 00:00:00,-5.43964982607239,-6.147253981165292,41.50532670535272 degree,8.20844210183893 meter / second
6097,34.24,127.09,2018-09-12 01:00:00,-6.018216872956361,-5.090632905521032,49.77309944540634 degree,7.882479160055556 meter / second
6098,34.24,127.09,2018-09-12 02:00:00,-6.616345354455396,-4.01324490622024,58.76045704511511 degree,7.738356448673465 meter / second
6099,34.24,127.09,2018-09-12 03:00:00,-6.785627000162668,-3.7175239133512497,61.28375069102767 degree,7.737229338185278 meter / second
6100,34.24,127.09,2018-09-12 04:00:00,-7.426640165240878,-3.2872332551879424,66.12451354797429 degree,8.121630785623204 meter / second
6101,34.24,127.09,2018-09-12 05:00:00,-8.157184511826491,-3.356179441727623,67.6358493850123 degree,8.820634875396278 meter / second
6102,34.24,127.09,2018-09-12 06:00:00,-8.527347043773062,-3.190874729421642,69.48449586850657 degree,9.10479704023142 meter / second
6103,34.24,127.09,2018-09-12 07:00:00,-8.717694849835018,-2.639305237104198,73.15617262449504 degree,9.108465053423966 meter / second
6104,34.24,127.09,2018-09-12 08:00:00,-8.850863077791407,-1.9830704495578415,77.37122210318019 degree,9.07030019512699 meter / second
6105,34.24,127.09,2018-09-12 09:00:00,-9.056258141249566,-1.6740586255486711,79.52703509378759 degree,9.209684240120449 meter / second
6106,34.24,127.09,2018-09-12 10:00:00,-7.189645861250694,-2.513873018218755,70.72772603555259 degree,7.616466711141559 meter / second
6107,34.24,127.09,2018-09-12 11:00:00,-8.001445397775798,-2.465693755335605,72.87300205093554 degree,8.3727399427361 meter / second
6108,34.24,127.09,2018-09-12 12:00:00,-9.119456622313615,-2.0021760193218494,77.61718069090395 degree,9.336658818796323 meter / second
6109,34.24,127.09,2018-09-12 13:00:00,-9.604730673341134,-1.6615984713547527,80.18509406340351 degree,9.747397641803092 meter / second
6110,34.24,127.09,2018-09-12 14:00:00,-10.181792994485484,-2.145883131025039,78.09869173035898 degree,10.405466015252344 meter / second
6111,34.24,127.09,2018-09-12 15:00:00,-10.741550969624203,-2.7273569934078865,75.75325421301693 degree,11.082391141018512 meter / second
6112,34.24,127.09,2018-09-12 16:00:00,-10.820549070954264,-3.339565902802399,72.84810878745006 degree,11.324176906781773 meter / second
6113,34.24,127.09,2018-09-12 17:00:00,-10.199097340491116,-3.8379720705591254,69.37842660071503 degree,10.897321513803512 meter / second
6114,34.24,127.09,2018-09-12 18:00:00,-10.343551011494657,-3.998292721187539,68.86602386686559 degree,11.089427046141447 meter / second
6115,34.24,127.09,2018-09-12 19:00:00,-10.821301433824074,-4.185195034096312,68.85576050415256 degree,11.60243173628302 meter / second
6116,34.24,127.09,2018-09-12 20:00:00,-11.29754713041387,-3.884489979549753,71.02524652201924 degree,11.946708063945696 meter / second
6117,34.24,127.09,2018-09-12 21:00:00,-11.504446919611649,-3.9717110589071805,70.9536528551818 degree,12.170734885848411 meter / second
6118,34.24,127.09,2018-09-12 22:00:00,-10.460919619185033,-4.333055530530807,67.49999649668246 degree,11.322818090462901 meter / second
6119,34.24,127.09,2018-09-12 23:00:00,-9.909437635614225,-3.878675240925925,68.62401672325278 degree,10.64147902684112 meter / second
6120,34.24,127.09,2018-09-13 00:00:00,-10.15546029404213,-3.87535253314088,69.11300337687388 degree,10.869762234749558 meter / second
6121,34.24,127.09,2018-09-13 01:00:00,-11.572159577894558,-4.675294432390427,68.00068752132476 degree,12.480915644526954 meter / second
6122,34.24,127.09,2018-09-13 02:00:00,-11.964892995935434,-4.173565556848654,70.7703280022309 degree,12.671910426668042 meter / second
6123,34.24,127.09,2018-09-13 03:00:00,-12.044643460135305,-4.037334537661816,71.46897631221405 degree,12.70328722224201 meter / second
6124,34.24,127.09,2018-09-13 04:00:00,-12.01153949386366,-3.6178426797999044,73.2378430834381 degree,12.544555259889774 meter / second
6125,34.24,127.09,2018-09-13 05:00:00,-11.756488480998035,-3.8496015478067824,71.86923265393594 degree,12.370709497871005 meter / second
6126,34.24,127.09,2018-09-13 06:00:00,-11.670719113839683,-4.045641307124429,70.88118520618059 degree,12.35204024524104 meter / second
6127,34.24,127.09,2018-09-13 07:00:00,-12.177811688091694,-3.9044262262600222,72.22321185478988 degree,12.788418262902171 meter / second
6128,34.24,127.09,2018-09-13 08:00:00,-13.395134811444445,-3.380269073169198,75.83707462929446 degree,13.815059016297939 meter / second
6129,34.24,127.09,2018-09-13 09:00:00,-13.935331351968099,-2.4241599080225447,80.13170270781077 degree,14.144610675052492 meter / second
6130,34.24,127.09,2018-09-13 10:00:00,-13.006915570622429,-3.308000178844473,75.73069963664443 degree,13.420980509803865 meter / second
6131,34.24,127.09,2018-09-13 11:00:00,-13.464352195466974,-0.8334135559323256,86.45803711994333 degree,13.490120762943082 meter / second
6132,34.24,127.09,2018-09-13 12:00:00,-12.86622371396794,-0.9895808218294332,85.60186437629692 degree,12.904223450514316 meter / second
6133,34.24,127.09,2018-09-13 13:00:00,-12.684904262343704,-2.616046282608884,78.34709187417009 degree,12.951852929120884 meter / second
6134,34.24,127.09,2018-09-13 14:00:00,-13.30409890419742,-3.646916372919047,74.67064752078755 degree,13.794892050455923 meter / second
6135,34.24,127.09,2018-09-13 15:00:00,-13.607301140730893,-2.922566075779271,77.87820902425148 degree,13.917616060296824 meter / second
6136,34.24,127.09,2018-09-13 16:00:00,-12.666847553468262,-2.9458250302745848,76.90790726837588 degree,13.004880316704078 meter / second
6137,34.24,127.09,2018-09-13 17:00:00,-11.745203037950883,-3.0114485090292207,75.61925544768759 degree,12.125123361237401 meter / second
6138,34.24,127.09,2018-09-13 18:00:00,-10.782178564593949,-2.5230104646276286,76.82985543499689 degree,11.073434715724373 meter / second
6139,34.24,127.09,2018-09-13 19:00:00,-9.893638015348214,-2.1093333453895458,77.96467810266564 degree,10.115995271880845 meter / second
6140,34.24,127.09,2018-09-13 20:00:00,-8.65374400590116,-1.9240923863732955,77.46464232362982 degree,8.865067220894037 meter / second
6141,34.24,127.09,2018-09-13 21:00:00,-6.448568434487742,-1.4580826195207561,77.25912408299435 degree,6.611356878857788 meter / second
6142,34.24,127.09,2018-09-13 22:00:00,-4.925033623122278,1.3097329654215986,104.89220823212224 degree,5.096210026048476 meter / second
6143,34.24,127.09,2018-09-13 23:00:00,-3.301434550072071,2.6687204495049395,128.95040292966365 degree,4.245178314984592 meter / second
6144,34.24,127.09,2018-09-14 00:00:00,-2.418912903784818,2.6089117093741323,137.1641471191088 degree,3.557746469804468 meter / second
6145,34.24,127.09,2018-09-14 01:00:00,-1.669559485453953,2.019961754474934,140.4252388421234 degree,2.6206248043187568 meter / second
6146,34.24,127.09,2018-09-14 02:00:00,-2.1871851398833053,0.2938150601441376,97.6510130327444 degree,2.206831694011543 meter / second
6147,34.24,127.09,2018-09-14 03:00:00,-3.7972416812769305,-0.681399674766524,79.82677722648725 degree,3.8578944908847332 meter / second
6148,34.24,127.09,2018-09-14 04:00:00,-5.086791640131452,-0.7279175837571519,81.85628710011311 degree,5.138610045416375 meter / second
6149,34.24,127.09,2018-09-14 05:00:00,-5.86172539603586,-0.9330947894836709,80.95529716323253 degree,5.935527820227392 meter / second
6150,34.24,127.09,2018-09-14 06:00:00,-6.655468223685521,-1.3924591407661207,78.18301353160741 degree,6.799573496565121 meter / second
6151,34.24,127.09,2018-09-14 07:00:00,-6.905252696462476,-1.4605746503595398,78.05702906438177 degree,7.05803039886307 meter / second
6152,34.24,127.09,2018-09-14 08:00:00,-7.056477633294307,-1.0419134694438894,81.60076674337336 degree,7.132983966545237 meter / second
6153,34.24,127.09,2018-09-14 09:00:00,-6.6276307975025475,-0.346636865423256,87.00605690367689 degree,6.636689468739268 meter / second
6154,34.24,127.09,2018-09-14 10:00:00,-5.388489150925303,-0.043439780037914044,89.53811503113683 degree,5.3886642448875435 meter / second
6155,34.24,127.09,2018-09-14 11:00:00,-4.999517547233479,-0.7146267526169724,81.86529341305649 degree,5.050333365298903 meter / second
6156,34.24,127.09,2018-09-14 12:00:00,-5.226731133916131,-1.835209953123346,70.65280443957363 degree,5.539559000343908 meter / second
6157,34.24,127.09,2018-09-14 13:00:00,-5.519400290272261,-2.035403097172298,69.75741220094932 degree,5.882741311007659 meter / second
6158,34.24,127.09,2018-09-14 14:00:00,-5.813574172368012,-0.9164812505584466,81.04133136820094 degree,5.88537021267563 meter / second
6159,34.24,127.09,2018-09-14 15:00:00,-5.104848349006893,0.3154126607469292,93.53563288586699 degree,5.114583249192241 meter / second
6160,34.24,127.09,2018-09-14 16:00:00,-3.587332440599911,1.375356444176234,110.97645031580386 degree,3.8419473431994886 meter / second
6161,34.24,127.09,2018-09-14 17:00:00,-1.8155178821971134,1.44097992293087,128.43909665656201 degree,2.317871506116624 meter / second
6162,34.24,127.09,2018-09-14 18:00:00,-0.6079754761518945,0.21739278108810622,109.67544172438822 degree,0.6456731377960091 meter / second
6163,34.24,127.09,2018-09-14 19:00:00,-0.6538696112103108,-0.8242761095234523,38.423746530244586 degree,1.0521295420220085 meter / second
6164,34.24,127.09,2018-09-14 20:00:00,-1.1963232403433968,-1.1872819350396013,45.217328841261846 degree,1.6854755081748012 meter / second
6165,34.24,127.09,2018-09-14 21:00:00,-1.762100118440596,-1.7222378884318212,45.65545819667256 degree,2.463960261805872 meter / second
6166,34.24,127.09,2018-09-14 22:00:00,-1.9088108780535664,-0.7669594002314287,68.1097594388614 degree,2.057130450355295 meter / second
6167,34.24,127.09,2018-09-14 23:00:00,-2.496406279375259,-0.6614634280562549,75.15957942362202 degree,2.582552647742182 meter / second
6168,34.24,127.09,2018-09-15 00:00:00,-2.757476195199365,-0.153919813890655,86.80511710752137 degree,2.761768686222527 meter / second
6169,34.24,127.09,2018-09-15 01:00:00,-2.785313621382339,0.3345182305109369,96.84846345502902 degree,2.8053296448015104 meter / second
6170,34.24,127.09,2018-09-15 02:00:00,-2.8093892332162627,1.1136932061039526,111.62427896273506 degree,3.0220821334029893 meter / second
6171,34.24,127.09,2018-09-15 03:00:00,-2.2586596125152654,1.6885216529167106,126.78093927391572 degree,2.820044080786006 meter / second
6172,34.24,127.09,2018-09-15 04:00:00,-1.4912494853089582,2.008332277227277,143.404959274968 degree,2.5014442954395633 meter / second
6173,34.24,127.09,2018-09-15 05:00:00,-0.510920665946391,1.9078203667296703,165.00779722907484 degree,1.9750489813165741 meter / second
6174,34.24,127.09,2018-09-15 06:00:00,0.5348637230896554,1.2881353648188072,202.54936002690602 degree,1.3947659016387692 meter / second
6175,34.24,127.09,2018-09-15 07:00:00,1.174372162428245,0.6684503629079437,240.35155173759833 degree,1.3512867436477551 meter / second
6176,34.24,127.09,2018-09-15 08:00:00,1.5580772260313984,0.2747094903801297,260.0007690218097 degree,1.582109334522304 meter / second
6177,34.24,127.09,2018-09-15 09:00:00,2.004228407828791,0.0720243154923943,267.9418941252631 degree,2.005522129713377 meter / second
6178,34.24,127.09,2018-09-15 10:00:00,2.7686290835558576,0.7390579033401468,255.05396161743758 degree,2.8655738669245436 meter / second
6179,34.24,127.09,2018-09-15 11:00:00,3.329891784434196,0.3170740146394515,264.5606661212108 degree,3.3449536957635053 meter / second
6180,34.24,127.09,2018-09-15 12:00:00,3.2426176915362244,-0.10823258184628848,271.9117174229366 degree,3.244423490427356 meter / second
6181,34.24,127.09,2018-09-15 13:00:00,3.4103946115038775,-0.3424834806919499,275.7346119462384 degree,3.427548152939876 meter / second
6182,34.24,127.09,2018-09-15 14:00:00,3.646636552624251,-0.42222846753302623,276.6046237168514 degree,3.6709991862884643 meter / second
6183,34.24,127.09,2018-09-15 15:00:00,3.8896497595729147,-0.20874449234389503,273.07192594152406 degree,3.895247041617456 meter / second
6184,34.24,127.09,2018-09-15 16:00:00,4.023570350399114,-0.04593181087669762,270.6540421489541 degree,4.023832513395813 meter / second
6185,34.24,127.09,2018-09-15 17:00:00,4.035608156316075,-0.23283412378547008,273.30201533399514 degree,4.042319250198303 meter / second
6186,34.24,127.09,2018-09-15 18:00:00,3.920496637235129,-0.26356917079713493,273.8461227891262 degree,3.9293463311811347 meter / second
6187,34.24,127.09,2018-09-15 19:00:00,4.094292460161263,-0.21206720012893987,272.96503174953773 degree,4.099780877888951 meter / second
6188,34.24,127.09,2018-09-15 20:00:00,4.259812291519486,-0.5783957334301338,277.7323131606935 degree,4.298900136480339 meter / second
6189,34.24,127.09,2018-09-15 21:00:00,4.054417228061327,-1.161530949705504,285.9862295949053 degree,4.21751742217199 meter / second
6190,34.24,127.09,2018-09-15 22:00:00,3.6315892952280486,-3.6884502202321077,315.44505572559234 degree,5.176205737443715 meter / second
6191,34.24,127.09,2018-09-15 23:00:00,2.1870525851926463,-3.431771043837393,327.49081725133243 degree,4.069428892082847 meter / second
6192,34.24,127.09,2018-09-16 00:00:00,1.3872908545845046,-2.7506159479032,333.23561269775 degree,3.0806596709265412 meter / second
6193,34.24,127.09,2018-09-16 01:00:00,1.5054118251446913,-1.9456899869760869,322.27029971649864 degree,2.46007607376367 meter / second
6194,34.24,127.09,2018-09-16 02:00:00,2.1863002223228363,-0.9629991595490744,293.7720407961693 degree,2.38899059090259 meter / second
6195,34.24,127.09,2018-09-16 03:00:00,3.275721657807869,0.08199243884752883,268.56616633910744 degree,3.276747646594058 meter / second
6196,34.24,127.09,2018-09-16 04:00:00,4.234984316815753,0.8138188285036556,259.1223172296901 degree,4.312469507057696 meter / second
6197,34.24,127.09,2018-09-16 05:00:00,5.1528670179840805,0.8977172000760381,260.1172879773298 degree,5.230481304463339 meter / second
6198,34.24,127.09,2018-09-16 06:00:00,5.815698706286783,0.40512577094313995,266.01517192435654 degree,5.8297923061278984 meter / second
6199,34.24,127.09,2018-09-16 07:00:00,5.966171280248805,-0.3399914498531663,273.2615606002013 degree,5.975850896001248 meter / second
6200,34.24,127.09,2018-09-16 08:00:00,5.679521026851155,-1.2944392611072977,282.8391691394361 degree,5.825163696853541 meter / second
6201,34.24,127.09,2018-09-16 09:00:00,5.222836764876421,-2.1259468843147697,292.1486977751042 degree,5.638942633816421 meter / second
6202,34.24,127.09,2018-09-16 10:00:00,4.094292460161263,-2.5927873281135705,302.34480100846116 degree,4.846212632371765 meter / second
6203,34.24,127.09,2018-09-16 11:00:00,4.003256552914241,-2.8536198892395905,305.4822074292932 degree,4.916219024892461 meter / second
6204,34.24,127.09,2018-09-16 12:00:00,3.6060089576545047,-3.545573785475179,314.5158277542856 degree,5.057113215158755 meter / second
6205,34.24,127.09,2018-09-16 13:00:00,3.595475877477164,-3.576308832486844,314.846873795929 degree,5.071235712412074 meter / second
6206,34.24,127.09,2018-09-16 14:00:00,3.6556649070619716,-3.863723055893223,316.58494455360085 degree,5.319045193017755 meter / second
6207,34.24,127.09,2018-09-16 15:00:00,3.7602433459655766,-4.460149103308773,319.8665757765902 degree,5.8337260858412305 meter / second
6208,34.24,127.09,2018-09-16 16:00:00,3.2147802653532502,-4.724304372219837,325.76561516140845 degree,5.7143559528506955 meter / second
6209,34.24,127.09,2018-09-16 17:00:00,2.398466551609286,-4.5747825218928195,332.33288039957745 degree,5.165392233103365 meter / second
6210,34.24,127.09,2018-09-16 18:00:00,2.2562699692151758,-4.145322540675774,331.4408575507364 degree,4.71958188192735 meter / second
6211,34.24,127.09,2018-09-16 19:00:00,2.1027879437739148,-3.8172051469025954,331.1509020898458 degree,4.3580697871902645 meter / second
6212,34.24,127.09,2018-09-16 20:00:00,2.117835201170117,-3.863723055893223,331.27138616989987 degree,4.406084632863529 meter / second
6213,34.24,127.09,2018-09-16 21:00:00,1.7770148211461394,-4.398679009285443,338.00186846036706 degree,4.744065629953006 meter / second
6214,34.24,127.09,2018-09-16 22:00:00,0.5469015290066173,-5.6679533831725735,354.4885852165616 degree,5.694277551739746 meter / second
6215,34.24,127.09,2018-09-16 23:00:00,0.25724182412972674,-4.60967095363579,356.8059326378758 degree,4.616843040095157 meter / second
6216,34.24,127.09,2018-09-17 00:00:00,0.4618845247180752,-3.7997609310311096,353.06934450130126 degree,3.827730456440794 meter / second
6217,34.24,127.09,2018-09-17 01:00:00,1.269169884024318,-1.7222378884318212,323.6123603359666 degree,2.1393680232406016 meter / second
6218,34.24,127.09,2018-09-17 02:00:00,1.1089165927547655,-1.146578764672802,315.9566337477024 degree,1.5950983898447917 meter / second
6219,34.24,127.09,2018-09-17 03:00:00,0.9629581960116051,-0.7852342930491754,309.19516701082443 degree,1.242530233936528 meter / second
6220,34.24,127.09,2018-09-17 04:00:00,1.090107521009513,0.5538169443238967,243.06766228570257 degree,1.2227213972045161 meter / second
6221,34.24,127.09,2018-09-17 05:00:00,1.834194399251707,0.5147751278496198,254.32297938563994 degree,1.9050623418930213 meter / second
6222,34.24,127.09,2018-09-17 06:00:00,2.4857406445072585,-0.3890013896825777,278.89425823502364 degree,2.515994561387273 meter / second
6223,34.24,127.09,2018-09-17 07:00:00,3.2019900965664783,-0.5418459477946406,279.6046944747878 degree,3.2475125264810414 meter / second
6224,34.24,127.09,2018-09-17 08:00:00,4.188337818887527,-0.6714315514113894,279.1075826304354 degree,4.241814943317805 meter / second
6225,34.24,127.09,2018-09-17 09:00:00,4.553986173615238,-1.1582082419204591,284.2694182344605 degree,4.698961204471818 meter / second
6226,34.24,127.09,2018-09-17 10:00:00,5.109229971535095,-1.6524610249458795,287.92258857146294 degree,5.3698098980315585 meter / second
6227,34.24,127.09,2018-09-17 11:00:00,5.453059803038313,-2.861095981755941,297.6849706689136 degree,6.15806231150126 meter / second
6228,34.24,127.09,2018-09-17 12:00:00,5.583218579515462,-4.226728881409372,307.12723765701344 degree,7.002682824717022 meter / second
6229,34.24,127.09,2018-09-17 13:00:00,4.28388790335341,-4.825646959663706,318.40346569664484 degree,6.452795064761412 meter / second
6230,34.24,127.09,2018-09-17 14:00:00,3.005623387546041,-4.564814398537685,326.6377831280788 degree,5.465464521965237 meter / second
6231,34.24,127.09,2018-09-17 15:00:00,2.3036688300132124,-3.860400348108178,329.17363433202866 degree,4.495506748526598 meter / second
6232,34.24,127.09,2018-09-17 16:00:00,2.205861656937899,-3.3669782420290186,326.7693558027157 degree,4.025216532293093 meter / second
6233,34.24,127.09,2018-09-17 17:00:00,2.270564863741568,-2.70243668502005,319.963301716778 degree,3.5296782908644695 meter / second
6234,34.24,127.09,2018-09-17 18:00:00,2.5910714462806728,-2.1359150076699045,309.5000070602647 degree,3.357943442007406 meter / second
6235,34.24,127.09,2018-09-17 19:00:00,3.057536425562938,-2.4067156921510593,308.2077735209705 degree,3.891119301241012 meter / second
6236,34.24,127.09,2018-09-17 20:00:00,3.1433057927212906,-2.785504379646171,311.54641042918445 degree,4.199929279831176 meter / second
6237,34.24,127.09,2018-09-17 21:00:00,2.7942094211294015,-2.694129915557438,313.95533102046613 degree,3.8814871236460173 meter / second
