,latitude,longitude,time,u100,v100,u10,v10,mdww,mpww,mwd,p140122,mwp,mp1,wmb,dwi,pp1d,swh,shww,p140121,p140124,p140127,10m_wind_direction(degree),10m_wind_speed(meter/second),100m_wind_direction(degree),100m_wind_speed(meter/second)
3288,35.89,126.42,2021-11-15 00:00:00,-0.813076693828362,-1.3021213614356537,-0.94029857329661,-0.7735779472540723,33.68912487422372,3.783969617072952,271.73711932580903,269.12456309149246,3.9510062761556917,3.543731242499693,13.0,66.16936731783083,4.6924874598799535,0.41999645186804313,0.006035372522315674,0.37390139140299544,0.073365887701616,0.0013423878523034227,50.55607551936765,1.217614161966534,31.98167240265922,1.535126623426843
3289,35.89,126.42,2021-11-15 01:00:00,-1.4897430664055982,-0.1185628228906968,-1.48234866973822,0.21898939032772402,35.314662079673866,3.86490651952999,271.47355813938753,269.0809076661082,3.9517820556424312,3.549250915078775,13.0,87.46777440176861,4.680744285758709,0.4071843560301919,0.04324026761053523,0.3634010682714243,0.014592428921783696,0.0008245785997131189,98.4036004748741,1.4984371630971982,85.4496441071772,1.4944535947547402
3290,35.89,126.42,2021-11-15 02:00:00,-1.7672978359956621,0.4693327432200264,-1.7299634384315468,0.5904963915386582,35.309170399925705,3.86490651952999,271.0068352050995,268.96085524630143,3.9141567505355708,3.4783937229007886,13.0,101.0277968592834,4.669483707834228,0.3972589361064245,0.03502104318869792,0.3524128513377802,0.08905419073215026,0.03475848999740589,108.84654905257398,1.8279659424426036,104.87247966242249,1.828555403856658
3291,35.89,126.42,2021-11-15 03:00:00,-1.2105675390369064,0.8009039006548933,-1.1822571670705462,0.8558585352607538,35.314662079673866,3.86490651952999,270.69934715427445,268.78077661659137,3.917802914123246,3.492064539869911,13.0,129.7185855664755,4.65854486070759,0.38456547078559045,4.440892098500626e-16,0.3419125282062091,0.08777086447321869,0.014922914552591822,125.90149686659555,1.459529321893999,123.48837167544941,1.4515236218036878
3292,35.89,126.42,2021-11-15 04:00:00,-0.20043025350693666,1.3955959472986885,-0.25244485671070604,1.3907232249474175,35.309170399925705,3.86490651952999,270.375386529298,268.57887027418917,3.9172598684825286,3.4992529506705763,13.0,193.88841237635916,4.647284282783109,0.3729001366122384,4.440892098500626e-16,0.34155191104815513,0.02501765235108172,0.001098712909907984,169.71166126562673,1.4134495017820177,171.8272785393272,1.4099150097212876
3293,35.89,126.42,2021-11-15 05:00:00,0.37129205290412925,1.5451185190262713,0.27389364273259664,1.5025140854941728,35.314662079673866,3.86490651952999,270.0953527687252,268.376963931787,3.916484088995789,3.508623557607158,13.0,206.09737548816776,4.635862839459707,0.3614720634729205,4.440892098500626e-16,0.33092431127256494,0.02637307559085217,0.001098712909907984,190.3310253431922,1.5272741419397244,193.511987310496,1.5891032145168231
3294,35.89,126.42,2021-11-15 06:00:00,0.8433377559295663,1.0465481256359221,0.7207314613644629,1.0267442278137064,35.314662079673866,3.86490651952999,269.8427732984046,268.1750575893848,3.9133033931001577,3.5146566881005734,13.0,233.14602295809902,4.623637069141699,0.3506766864243607,4.440892098500626e-16,0.32093309471707004,0.026848915664388573,0.001098712909907984,215.06724810834004,1.254455080403168,218.8628389358538,1.344054146918337
3295,35.89,126.42,2021-11-15 07:00:00,2.0949679504751244,0.5596288417308393,1.7652384298119481,0.5735583823649074,35.309170399925705,3.86490651952999,269.5188126734282,267.9731512469825,3.8859183772182573,3.4755055221326643,13.0,259.1401850850401,4.610446106430165,0.34237255023316093,4.440892098500626e-16,0.3118964529917179,0.02258077439872852,0.001098712909907984,252.00006905173774,1.8560807989055867,255.0437997408872,2.1684268846366352
3296,35.89,126.42,2021-11-15 08:00:00,2.725037536916802,0.10523557180545792,2.1891373168262853,0.14897895240955417,35.314662079673866,3.86490651952999,269.3595777899652,267.74396026371517,3.862179524924032,3.4521431870305017,13.0,269.75094384887916,4.596289951325103,0.3341475010533057,4.440892098500626e-16,0.3038355988705118,0.020389026181227454,0.0010682535421085576,266.1068114692662,2.194200747466475,267.78844903202287,2.7270687749264435
3297,35.89,126.42,2021-11-15 09:00:00,2.8251193297470882,-0.39139297000401335,2.2900057695554197,-0.29178568631182755,7.438895678103194,3.1788497390171955,269.44743151877236,267.6020801312163,3.835570288528871,3.423453726067132,13.0,278.64816393035903,4.580686007629751,0.32663423497555355,0.011991332248284747,0.29651719183941677,0.01782237366336431,0.0010377941743091312,277.2613294406258,2.3085201561462645,277.88756888613773,2.852102327105253
3298,35.89,126.42,2021-11-15 10:00:00,1.7092275991616341,-1.2802755311507796,1.3721342729142934,-1.1307817407182834,35.314662079673866,3.86490651952999,269.7713921437488,267.55296777765903,3.8904178982413455,3.5480956347715256,13.0,316.13182260696436,4.563634275344109,0.31168678983139375,4.440892098500626e-16,0.2812439945571315,0.0009805189394084257,0.0009159567031114119,309.4920813418639,1.778038190829406,306.83458634953706,2.135547803585594
